tweet_asli,tweet_after_prepros,sentiment
perjuangan luar biasa ditunjukkan timnas indonesia dalam laga melawan jepang di afc asian qualifiers road to 26! kami bangga dengan setiap langkahmu garuda! sekarang saatnya #timnasindonesiamandiri mengantar garuda mendunia bersama  official presenting partner https://t.co/cyejshlc1k,juang timnas indonesia laga lawan jepang afc asi qualifiers road 26 bangga langkah garuda antar garuda dunia official presenting partner,Positif
  sty kamu harus bisa membangkitkan timnas indonesia waktu lawan jepang besok,sty bangkit timnas indonesia lawan jepang besok,Netral
 harusnya sih jaminan starting eleven terus di timnas. sty jangan asal rombak komposisi pemain yg sdh mulai klop ini.,sih jamin starting eleven timnas sty rombak komposisi main klop,Negatif
 pelatih timnas sesungguh nya,latih timnas sungguh iya,Netral
 dan lawannya waktu itu sekarang sdh pensiun dari timnas,lawan pensiun timnas,Negatif
buat yang hujat apalgi suruh out out inget yaa timnas kita tuh masih baruu udah masuk round 3 ajah udah syukur alhamdulillah berarti timnas kita udah naik level kalau marah marah karna tidak lolos pildun yaaa mikir ajaaaa sedikit lahh #timnasday,hujat suruh out out iya timnas tuh masuk round 3 syukur alhamdulillah timnas level marah marah lolos pildun iya mikir ajaaaa,Negatif
 pusing liat timnas indo dibantai jepang,pusing lihat timnas indonesia bantai jepang,Negatif
 team indra sjafri bersambung ke timnas senior. seingatnya kalau yg senior mulai rutin dikumandangkan saat bertanding di gelora bung tomo. koreksi ya kalo keliru,team indra sjafri sambung timnas senior ingat senior rutin kumandang tanding gelora tomo koreksi iya keliru,Negatif
  pulang pak timnas mu butuh bantuan semangat,pulang timnas mu butuh bantu semangat,Negatif
   lu ga liat beberapa x shot on target ya? ekspektasimu ini timnas mw lgsung final piala dunia kah? si goblo dia kira jpn tuh laos apa,lihat kali shot on target iya ekspektasimu timnas langsung final piala dunia kah sih goblo jpn tuh laos,Positif
hari ini memang sudah ditunggu oleh para pembenci timnas seperi si  si paling lokal pret! padahal kualitas pemain lokal tidak lebih bagus dari naturalisasi!! kalau yang maen pemain liga 1 sudah pasti kalah 11-0! #shameonyou #sahabattowel,tunggu benci timnas per sih sih lokal pret kualitas main lokal bagus naturalisasi main main liga 1 kalah 110,Netral
udahmah timnas 0-4 lawan jepang treasure merosot rank nya what a day. please vote treasureeâ€¼ï¸â€¼ï¸,udahmah timnas 04 lawan jepang treasure merosot rank iya what a day please vote treasuree,Negatif
 nonton timnas kayaknya,tonton timnas kayak,Negatif
pernah suatu ketika byk orang termasuk orang2 di sekitarku sangat optimis sama timnas indonesia dan aku yg masih pesimis kemudian dikatain orang indonesia koq pesimis sama timnasnya sendiri.,orang orang sekitar optimis timnas indonesia pesimis katai orang indonesia pesimis timnasnya,Netral
btw ngeliat timnas jepang kek nekoma. rapi solid.,ngomong-ngomong timnas jepang kayak nekoma rapi solid,Negatif
 shayne emang paling ganteng se timnas sih menurutku,shayne ganteng timnas sih turut,Negatif
 salah gak ada di timnas,salah timnas,Negatif
masih dong ï¸ akan selalu dukung timnas indonesia apapun hasilnya kerennnnn bangetttt dah timnas indonesia skrng ï¸ top markotop berkembang terus yah mainnya,dukung timnas indonesia apa hasil keren banget timnas indonesia top markotop kembang iya main,Positif
timnas main di gbt dong,timnas main gbt,Netral
 udah lama kepengen bela timnas,bela timnas,Netral
intinya timnas ini sebuah tim baru dari bbrapa personil yg baru joinjuga. jadi ya kudu sabar ga bisa instan #timnasday,inti timnas tim bbrapa personil joinjuga iya sabar instan,Netral
 1. striker indo jelek match ini. 2. murni pengalaman secara team. 3. kevin diks perdana mainnya ngerubah timnas bgt,1 striker indonesia jelek match 2 murni alam team 3 kevin diks perdana main ngerubah timnas banget,Positif
udah stop jngn ada masuk tl nih timnas indo. djukup!!! gw muakkkm,stop masuk tl timnas indonesia djukup muakkkm,Negatif
tadinya mau optimis 5:0 tapi nt indonesia ðÿ‡®ðÿ‡© #sepakbola #japan #indo #arhan #timnas #merahputih,optimis 50 indonesia,Netral
timnas kalah jujur sedih dan kecewa tapi gua mikir lebih sedih dan kecewa lagi yang dukung timnas bela2 in dareng ke gbk dari kemaren ada yang dari jauh juga dateng ke gbk demi timnas indonesia tapi ya mau gmn lg timnas kalah sama si preman asia jepang.tetep semangat ðÿ‡®ðÿ‡©,timnas kalah jujur sedih kecewa mikir sedih kecewa dukung timnas bela2 dareng gbk kemarin gbk timnas indonesia iya timnas kalah sih preman asia jepangtetep semangat,Negatif
yang bisa disalahin cuma ekspetasi sendiri udah tau level timnas kita tuh masih jauh apalagi bandingannya timnas jepang,disalahin ekspetasi level timnas tuh banding timnas jepang,Negatif
   iya enak liat pemain jepang latihan passing .... masih panjang proses dan masih jauh kalau mau lihat timnas kita bisa maen enak passing.. yah semoga pssi tetep konsisten dan berproses.,iya enak lihat main jepang latih passing proses lihat timnas main enak passing iya moga pssi konsisten proses,Positif
jadwal bola update untuk hari sabtu 16 november 2024. ... tetap semangat setelah timnas di b4nt41 jepang 0-4 tanpa ampuunnn. https://t.co/ggaalq0arx,jadwal bola update sabtu 16 november 2024 semangat timnas b4nt41 jepang 04 ampuunnn,Netral
 sudah liat match tdi kayak apa? siapa yg tolol lo apa gue.. pada diek wae kalian liat timnas kalah.. stupid emang,lihat match kayak tolol diek wae lihat timnas kalah stupid,Negatif
lawan arab australia bahrain yang dimana mereka rank 100 besar aja timnas kita bisa bersaing kok padahal baru aja terbentuk. udah dijalan yang benar kita tinggal menunggu waktu,lawan arab australia bahrain mana rank 100 timnas saing bentuk jalan tinggal tunggu,Positif
penonton timnas ni reaktif sekali ya wkwkwk. ngerasa ngedatengin pemain diaspora udh cukup dan ngebebanin semua ke pelatih? bro pemain diaspora lu market valuenya gaada yg sampe â‚¬30m. ngarep apa? ngarep sty menang vs tim non asean? psg aja yg ngabisin â‚¬2b masih jd badut eropa,tonton timnas reaktif iya wkwkwk ngedatengin main diaspora ngebebanin latih saudara laki main diaspora market valuenya 30m harap harap sty menang vs tim non asean psg ngabisin 2b badut eropa,Negatif
 yg salah dari timnas adalah kurang lama bermain bersama. tim jepang sdh 4thn main bareng. kita banyak pemain baru gabung di babak 3 ini jadi kekompakan tim masih kurang,salah timnas main tim jepang 4thn main bareng main gabung babak 3 kompak tim,Negatif
hari ini nobar timnas walaupun kalah tapi ttp seru,tonton bareng timnas kalah seru,Negatif
 timnas indonesia beda tipis dengan bahrain https://t.co/klkzyiftvn,timnas indonesia beda tipis bahrain,Negatif
 nyesek pasti liat timnas kalah,sesak lihat timnas kalah,Negatif
   arhan sm marceng emang layak main di timnas pdhl g pernah main di klub,arhan marceng layak main timnas main klub,Netral
 yg salah yg naruh ekspetasi besar ke timnas pdhal lawanya jepun,salah naruh ekspetasi timnas lawa jepun,Negatif
love sekebon buat timnas indonesia sampai ketemu di hari selasa https://t.co/vnzk7mxaxo,love kebon timnas indonesia ketemu selasa,Positif
 nah teman saya ini sekalinya ada pertandingan timnas indonesia bisa ngntongin 4-6 jt,teman sekali tanding timnas indonesia ngntongin 46 juta,Positif
ada diks bisa banget lo timnas apalagi ntar ketambahan mees dah lah tembok kokoh,diks banget timnas entar tambah mees tembok kokoh,Positif
 tetangga goblok ngebanter pake timnas lain mulu timnas sendiri kemana?,tetangga bodoh ngebanter pakai timnas melulu timnas mana,Negatif
komentar shin tae-yong setelah timnas kalah dari jepang https://t.co/hxzw6px6hy,komentar shin taeyong timnas kalah jepang,Negatif
  timnas lah udh paling jelek itu,timnas jelek,Negatif
timnas butuh striker murni el klemer ra ngatasi,timnas butuh striker murni el klemer ra ngatasi,Negatif
jepang layak menang nt timnas indo,jepang layak menang timnas indonesia,Netral
boleh punya target bebas saran/kritik tapi ya realistis juga lah utk timnas peringkat 130 dunia jadi lolos atau tidaknya nanti ke next round enjoy the game. jarang2 timnas bisa ada di fase kayak gini ðÿ‡®ðÿ‡©,target bebas sarankritik iya realistis timnas peringkat 130 dunia lolos tidak round enjoy the game jarang2 timnas fase kayak,Negatif
bukan pesimis tapi lawan peringkat 15 dunia mau ngarep apa sih? gak meremehkan timnas. masih banyak minus dan pr. tapi utk tim yg baru dibangun cuma dalam waktu 3 tahunan terakhir ini utk nyampe di ronde akhir kualifikasi piala dunia itu prestasi. inget prestasi.,pesimis lawan peringkat 15 dunia harap sih remeh timnas minus pr tim bangun 3 tahun ronde kualifikasi piala dunia prestasi prestasi,Negatif
gak kesel sama sekali sama hasil skor malam ini pemain udh oke lawan juga oke bgt timnas kalah pun yaa yaudah wong lawannya jepang jd gk berharap tinggi2 tp gw kesel bgt sama nenek dn tante gw jelek jelekin timnas sampe teriak2 kyk ngeremehin bgt asyuuuu,kesel hasil skor malam main oke lawan oke banget timnas kalah iya ya lawan jepang harap tinggi2 kesel banget nenek tante jelek jelek timnas teriak2 kayak ngeremehin banget asyuuuu,Netral
 lawan jepun!! jgn kan timnas cabang timnas pusatpun blm tentu menang.,lawan jepun timnas cabang timnas pusat menang,Positif
 semoga suporter timnas begini,moga suporter timnas,Positif
  pemain timnas tier 3 dan 4 lo mau berharap apa sedangkan pemain jepang tier 1 dan 2...kalau ketik dikomen emang gampang..mendatangkan mereka juga tidak mudah,main timnas tier 3 4 harap main jepang tier 1 2kalau ketik dikomen gampangmendatangkan mudah,Netral
cuy tp gue bangga bgt sama timnas uhuy,cuy bangga banget timnas uhuy,Positif
 yang salah itu ketikan netijen yg selalu menyalahkan timnas kalo lagi kalah,salah keti netijen salah timnas kalah,Negatif
si pembenci timnas yang meremehkan timnas kita! anti-nasionalis! sudah setara dengan zionis!,sih benci timnas remeh timnas antinasionalis tara zionis,Positif
 dih padahal aslinya seneng kan gen jurgen j nya jangan dukung timnas,dih asli senang gen jurgen iya dukung timnas,Positif
memang kita akui kita berbeda level menghadapi raja asia ini namun tetap kita apresiasi untuk pemain timnas kita. terima kasih  sudah berjuang keras malam ini! terima kasih juga utk penyelanggara acara dgn mengadakan doorprize jersey ini https://t.co/7wxnte2hkg,aku beda level hadap raja asia apresiasi main timnas terima kasih juang keras malam terima kasih penyelanggara acara ada doorprize jersey,Netral
 apa kita salahin witan marcelino aja yaaa? kan tradisi netijen begitu kalo timnas kalah,salah witan marcelino iya tradisi netijen timnas kalah,Negatif
  takut ya bahas bola sebab timnas kau ampas ya wkwk kita pon penat orang malay di indo hanya jadi teroris atau gak pencuri pasir,takut iya bahas bola timnas ampas iya wkwk pon penat orang malay indonesia teroris curi pasir,Negatif
lineup gw27 tetep dukung timnas ditambah 3 lineup allstar yok yok yok bisa yok... #sorare #sorareindonesia https://t.co/km4olisprt,lineup gw27 dukung timnas tambah 3 lineup allstar yuk yuk yuk yuk,Positif
   bro? who hurt u? galiat starting timnas jepang tadi? 11/11 pemain mereka abroad semua bahkan ampe bench mereka itu abroad bro. pls jngn jadi katak dalam tempurung kalau lu udah emng jago di liga domestik ayo cari tantangan keluar dunia itu luas banyak ilmu yang bisa dicari.,saudara laki who hurt galiat starting timnas jepang 1111 main abroad bench abroad saudara laki please katak tempurung jago liga domestik ayo cari tantang dunia luas ilmu cari,Netral
 orang2 pada mengesampingkan chemistry padahal itu salah satu faktor terpenting di olahraga tim kayak football + chemistry ga bisa dibangun cuma beberapa bulan at least 1 tahun lah mengingat ini timnas bukan klub yg ketemu tiap saat,orang samping chemistry salah faktor penting olahraga tim kayak football chemistry bangun at least 1 timnas klub ketemu,Negatif
gwenchana gwenchana tetap semangat timnas garuda. semoga do'a-do'a pak muh dan kita semua diijabah aamiin #timnasd https://t.co/qja4k3gny3,gwenchana gwenchana semangat timnas garuda moga doadoa muh diijabah amin,Positif
 timnas kita kurang beruntung,timnas untung,Netral
 timnas indonesia ora salah wong wes berjuang kok kalah â‰  salah admin e wedok po ya kok nggolek nggolek kesalahan e wong lanang terus ki,timnas indonesia ora salah wes juang kalah salah admin e wedok po iya nggolek nggolek salah e lanang ki,Negatif
 nathan under perform banget paling peform tetep cak verdonk! selalu konsisten tiap timnas main.,nathan under perform banget peform cak verdonk konsisten timnas main,Positif
ngga berekspektasi menang juga kok bneran. cuman ekspektai kalah tioi 2-1 atau 3-1 apapun semangat timnas! masih ada match lawan saudi besok. semangat!,berekspektasi menang benar cuman ekspektai kalah tioi 21 31 apa semangat timnas match lawan saudi besok semangat,Negatif
 masih aku tetap cinta timnas apapun yang terjadi https://t.co/eej1ifxy91,cinta timnas apa,Negatif
    australia dan arab saudi sudah berganti pelatihnya. selanjutnya timnas indonesia untuk yang lebih baik  https://t.co/yzsdmw5cvp,australia arab saudi ganti latih timnas indonesia,Netral
 ternyata mitos tentang timnas persib itu nyata,mitos timnas persib nyata,Netral
semuanya salah gen z timnas kalah juga salah gen z dan orang2 bingung kenapa gen z pada bundir,salah gen timnas kalah salah gen orang bingung gen bunuh,Negatif
 mantap timnas pelan-pelan terus berkembang,mantap timnas pelanpelan kembang,Positif
 timnas indo + belanda tak bisa menandingi warga lokal jepang. saatnya berburu diaspora inggris + jerman + brasil,timnas indonesia belanda tanding warga lokal jepang buru diaspora inggris jerman brasil,Positif
 request semua pemain timnas dong min,request main timnas min,Netral
 masihhhhhh selama anis gajadi presiden gue ttp dukung timnas,masihhhhhh anis gajadi presiden dukung timnas,Positif
momen pemain timnas indonesia dan para suporter indonesia melaksanakan tradisi menyanyikan lagu 'tanah airku' setelah selesai pertandingan. jumat (15/11). far #beritaelshinta #elshintasport #timnasday https://t.co/raolyghpgp,momen main timnas indonesia suporter indonesia laksana tradisi nyanyi lagu tanah air selesai tanding jumat 1511 far,Positif
 perasaan pak muh adalah perasaan seluruh pecinta timnas indonesia seluruh dunia,asa muh asa cinta timnas indonesia dunia,Netral
 owh salah ya kirain timnas,oh salah iya timnas,Negatif
walaupun timnas ðÿ‡®ðÿ‡© kalah tapi secara skill individu tidak kalah dari jepang.. sy percaya pemain ini punya kualitas mumpuni kami kekurangan striker sy juga percaya tim ini akan mengalahkan jepang dimasa depan.. mental menyerang timnas menurun ketika kemasukan gol pertama,timnas kalah skill individu kalah jepang percaya main kualitas mumpuni kurang striker percaya tim kalah jepang masa mental serang timnas turun masuk gol,Negatif
 un lo baru balik langsung bawa sial buat timnas,un langsung bawa sial timnas,Netral
indonesia 0-4 jepang penuh waktu. https://t.co/srflvji50h,indonesia 04 jepang penuh,Netral
dahlah hari ini cape bgt njirr dari atz cb war ticket nonton timnas svt ada addshow. bye ak mau pindah akun dulu mau baca au,dah capek banget anjing atz coba war ticket tonton timnas svt addshow bye pindah akun baca au,Negatif
 aku ga bisa bobo mak timnas kalah telak..,bobo timnas kalah telak,Negatif
  setuju...yuk kita apresiasi pemain2 timnas,setujuyuk apresiasi pemain2 timnas,Netral
 hubner itu emg bagus. kidal long ball nya jg akurat defend emang kerjaan dia soalnya dia bek. cuma ya lcb timnas tinggal dia. mau dimainin di tengah tapi yang dibelakang jadinya pada kaki kanan semua. walau kevin diks katanya palugada jg di belakang. amat sebenernya bagus tadi,hubner bagus kidal long ball iya akurat defend kerja bek iya lcb timnas tinggal dimainin belakang kaki kanan kevin diks palugada bagus,Positif
